Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Ch3+Ch4+,Ch3+Ch4-,Ch3-Ch4+,Ch3-Ch4-,Ch5+Ch6+,Ch5+Ch6-,Ch5-Ch6+,Ch5-Ch6-
D05,23ZZ260405I,,,,SC2,0.074817047,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,1.49634099,,,0.357366353,0.003142226,16813,1,16812,,,,,,,,,4137.123535,,,,64.83435446,,,,,,,,,,,,6938.551758,544.9895488,545.3698237,,,,,0.186227888,0.02027498,,,,,,,,,,,,,No,0,0,0,16813,0,0,0,16813,0,0,0,0
D06,23ZZ260405I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.207399532,0,18172,0,18172,,,,,,,,,4137.123535,,,,66.9303385,,,,,,,,,,,,,538.1513664,538.1513664,,,,,0.094765432,0,,,,,,,,,,,,,No,0,0,0,18172,0,2,0,18170,0,0,0,0
E04,23ZZ260406I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.238493368,0,15803,0,15803,0,,,,,,,,2692.307617,,,,58.82602528,SC2,,,,,,,,,,,,594.438537,594.438537,,,,,0.108972162,0,,,,,,,,,,,,,No,0,0,0,15803,0,2,0,15801,0,0,0,0
E05,23ZZ260406I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.231419638,0,16286,0,16286,0,,,,,,,,2692.307617,,,,49.88737534,SC2,,,,,,,,,,,,606.2916942,606.2916942,,,,,0.105740197,0,,,,,,,,,,,,,No,0,0,0,16286,0,0,0,16286,0,0,0,0
E06,23ZZ260406I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.211769998,0,17797,0,17797,0,,,,,,,,2692.307617,,,,57.14787736,SC2,,,,,,,,,,,,606.8947423,606.8947423,,,,,0.096762307,0,,,,,,,,,,,,,No,0,0,0,17797,0,0,0,17797,0,0,0,0
E04,23ZZ260406I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.238493368,0,15803,0,15803,0,,,,,,,,1629.877319,,,,15.39818063,SC2,,,,,,,,,,,,689.4789083,689.4789083,,,,,0.108972162,0,,,,,,,,,,,,,No,0,0,0,15803,0,2,0,15801,0,0,0,0
E05,23ZZ260406I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.231419638,0,16286,0,16286,0,,,,,,,,1629.877319,,,,14.16058984,SC2,,,,,,,,,,,,704.2829557,704.2829557,,,,,0.105740197,0,,,,,,,,,,,,,No,0,0,0,16286,0,0,0,16286,0,0,0,0
E06,23ZZ260406I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.211769998,0,17797,0,17797,0,,,,,,,,1629.877319,,,,15.03140601,SC2,,,,,,,,,,,,701.9442546,701.9442546,,,,,0.096762307,0,,,,,,,,,,,,,No,0,0,0,17797,0,0,0,17797,0,0,0,0
E04,23ZZ260406I,,,,RSV,0.159202844,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,3.184056759,,,0.509997785,0.024117934,15803,2,15801,0,,,,,,,,1622.073608,,,195.4941427,18.89340938,SC2,,,,,,100,,,174.902358,25.09764205,4011.602905,693.4568375,693.8767763,,,,,0.306085318,0.069091551,,,,,,,,,,,134.2243139,65.77568612,No,0,0,0,15803,0,2,0,15801,0,0,0,0
E05,23ZZ260406I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.231419638,0,16286,0,16286,0,,,,,,,,1622.073608,,,,16.30265556,SC2,,,,,,,,,,,,707.4320293,707.4320293,,,,,0.105740197,0,,,,,,,,,,,,,No,0,0,0,16286,0,0,0,16286,0,0,0,0
E06,23ZZ260406I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.211769998,0,17797,0,17797,0,,,,,,,,1622.073608,,,,18.36064149,SC2,,,,,,,,,,,,703.3974786,703.3974786,,,,,0.096762307,0,,,,,,,,,,,,,No,0,0,0,17797,0,0,0,17797,0,0,0,0
E04,23ZZ260406I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.238493368,0,15803,0,15803,,,,,,,,,4137.123535,,,,67.58133029,,,,,,,,,,,,,532.7590687,532.7590687,,,,,0.108972162,0,,,,,,,,,,,,,No,0,0,0,15803,0,2,0,15801,0,0,0,0
E05,23ZZ260406I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.231419638,0,16286,0,16286,,,,,,,,,4137.123535,,,,63.49152778,,,,,,,,,,,,,546.8944904,546.8944904,,,,,0.105740197,0,,,,,,,,,,,,,No,0,0,0,16286,0,0,0,16286,0,0,0,0
E06,23ZZ260406I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.211769998,0,17797,0,17797,,,,,,,,,4137.123535,,,,66.7774736,,,,,,,,,,,,,538.45084,538.45084,,,,,0.096762307,0,,,,,,,,,,,,,No,0,0,0,17797,0,0,0,17797,0,0,0,0
F04,23ZZ260408I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.228722915,0,16478,0,16478,0,0,,,,,2,,2692.307617,,,,52.81203067,SC2,,,,,,,,,,,,619.9971609,619.9971609,,,,,0.104508072,0,,,,,,,,,,,,,No,0,0,0,16478,0,0,0,16478,0,0,0,0
F05,23ZZ260408I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.240379721,0,15679,0,15679,0,0,,,,,2,,2692.307617,,,,46.16058996,SC2,,,,,,,,,,,,632.3600039,632.3600039,,,,,0.10983403,0,,,,,,,,,,,,,No,0,0,0,15679,0,0,0,15679,0,0,0,0
F06,23ZZ260408I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.227014437,0,16602,0,16602,0,,,,,,,,2692.307617,,,,49.44573589,SC2,,,,,,,,,,,,624.4681933,624.4681933,,,,,0.103727467,0,,,,,,,,,,,,,No,0,0,0,16602,0,0,0,16602,0,0,0,0
F04,23ZZ260408I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.228722915,0,16478,0,16478,0,0,,,,,2,,1629.877319,,,,15.34740332,SC2,,,,,,,,,,,,685.394866,685.394866,,,,,0.104508072,0,,,,,,,,,,,,,No,0,0,0,16478,0,0,0,16478,0,0,0,0
F05,23ZZ260408I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.240379721,0,15679,0,15679,0,0,,,,,2,,1629.877319,,,,14.27852586,SC2,,,,,,,,,,,,696.9342725,696.9342725,,,,,0.10983403,0,,,,,,,,,,,,,No,0,0,0,15679,0,0,0,15679,0,0,0,0
F06,23ZZ260408I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.227014437,0,16602,0,16602,0,,,,,,,,1629.877319,,,,15.20126976,SC2,,,,,,,,,,,,687.9123316,687.9123316,,,,,0.103727467,0,,,,,,,,,,,,,No,0,0,0,16602,0,0,0,16602,0,0,0,0
F04,23ZZ260408I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.228722915,0,16478,0,16478,0,0,,,,,2,,1622.073608,,,,19.41801501,SC2,,,,,,,,,,,,657.5651573,657.5651573,,,,,0.104508072,0,,,,,,,,,,,,,No,0,0,0,16478,0,0,0,16478,0,0,0,0
F05,23ZZ260408I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.240379721,0,15679,0,15679,0,0,,,,,2,,1622.073608,,,,17.55282676,SC2,,,,,,,,,,,,670.4545216,670.4545216,,,,,0.10983403,0,,,,,,,,,,,,,No,0,0,0,15679,0,0,0,15679,0,0,0,0
F06,23ZZ260408I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.227014437,0,16602,0,16602,0,,,,,,,,1622.073608,,,,19.06322516,SC2,,,,,,,,,,,,661.08296,661.08296,,,,,0.103727467,0,,,,,,,,,,,,,No,0,0,0,16602,0,0,0,16602,0,0,0,0
F04,23ZZ260408I,,,,SC2,0.305380344,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,6.107606888,,,0.720129192,0.092140712,16478,4,16474,,,,,,,,,4137.123535,,,10.97640846,68.89743781,,,,,,,,,,,,7434.981201,526.1740652,527.8511637,,,,,0.487804085,0.175355583,,,,,,,,,,,,,No,0,0,0,16478,0,0,0,16478,0,0,0,0
F05,23ZZ260408I,,,,SC2,0.40119341,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,8.023868561,,,0.871956408,0.141045019,15679,5,15674,,,,,,,,,4137.123535,,,10.98158777,65.65499599,,,,,,,,,,,,7793.252734,543.0645158,545.3765856,,,,,0.611068487,0.245996609,,,,,,,,,,,,,No,0,0,0,15679,0,0,0,15679,0,0,0,0
F06,23ZZ260408I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.227014437,0,16602,0,16602,,,,,,,,,4137.123535,,,,67.71595946,,,,,,,,,,,,,534.5599752,534.5599752,,,,,0.103727467,0,,,,,,,,,,,,,No,0,0,0,16602,0,0,0,16602,0,0,0,0
G04,23ZZ260410I,,,,FluA,0.078208208,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1.564164162,,,0.37356621,0.003284647,16084,1,16083,0,2,,,8.695680952,0,2,,2692.307617,,,,59.90250089,SC2,1,,,4.347840476,0,50,,,133.6960119,0,4026.979248,601.2519239,601.4649137,,,,,0.194669247,0.021193942,,,5.13689745,0,,,2.568448725,0,,,89.21121813,10.78878187,No,0,1,0,16083,0,0,0,16084,0,0,0,0
G05,23ZZ260410I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.228390232,0,16502,0,16502,0,0,,,,,2,,2692.307617,,,,54.09850291,SC2,,,,,,,,,,,,616.6367806,616.6367806,,,,,0.104356073,0,,,,,,,,,,,,,No,0,0,0,16502,0,0,0,16502,0,0,0,0
G06,23ZZ260410I,,,,FluA,0.070304982,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1.406099677,,,0.335812032,0.00295273,17892,1,17891,0,2,,,8.695601412,0,2,,2692.307617,,,,57.61851108,SC2,1,,,4.347800706,0,50,,,133.6950176,0,4098.074219,620.8301495,621.0244958,,,,,0.174996391,0.019052261,,,5.136880139,0,,,2.568440069,0,,,89.21100174,10.78899826,No,0,1,0,17891,0,1,0,17891,0,0,0,0
G04,23ZZ260410I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.234326318,0,16084,0,16084,0,0,,,,,2,,1629.877319,,,,15.66249752,SC2,,,,,,,,,,,,691.1761564,691.1761564,,,,,0.107068248,0,,,,,,,,,,,,,No,0,1,0,16083,0,0,0,16084,0,0,0,0
G05,23ZZ260410I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.228390232,0,16502,0,16502,0,0,,,,,2,,1629.877319,,,,14.61418625,SC2,,,,,,,,,,,,704.0601735,704.0601735,,,,,0.104356073,0,,,,,,,,,,,,,No,0,0,0,16502,0,0,0,16502,0,0,0,0
G06,23ZZ260410I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.210645482,0,17892,0,17892,0,0,,,,,2,,1629.877319,,,,15.05227771,SC2,,,,,,,,,,,,704.6580386,704.6580386,,,,,0.096248515,0,,,,,,,,,,,,,No,0,1,0,17891,0,1,0,17891,0,0,0,0
G04,23ZZ260410I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.234326318,0,16084,0,16084,0,0,,,,,2,,1622.073608,,,,19.6767134,SC2,,,,,,,,,,,,679.5778982,679.5778982,,,,,0.107068248,0,,,,,,,,,,,,,No,0,1,0,16083,0,0,0,16084,0,0,0,0
G05,23ZZ260410I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.228390232,0,16502,0,16502,0,0,,,,,2,,1622.073608,,,,18.25089337,SC2,,,,,,,,,,,,692.7510013,692.7510013,,,,,0.104356073,0,,,,,,,,,,,,,No,0,0,0,16502,0,0,0,16502,0,0,0,0
G06,23ZZ260410I,,,,RSV,0.070304982,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,1.406099677,,,0.335812032,0.00295273,17892,1,17891,0,2,,,8.695601412,0,2,,1622.073608,,,,18.63958322,SC2,1,,,4.347800706,0,50,,,133.6950176,0,1752.062012,694.1847155,694.2438413,,,,,0.174996391,0.019052261,,,5.136880139,0,,,2.568440069,0,,,89.21100174,10.78899826,No,0,1,0,17891,0,1,0,17891,0,0,0,0
G04,23ZZ260410I,,,,SC2,0.078208208,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,1.564164162,,,0.37356621,0.003284647,16084,1,16083,,,,,,,,,4137.123535,,,,66.50174204,,,,,,,,,,,,7575.947266,531.6022637,532.0402359,,,,,0.194669247,0.021193942,,,,,,,,,,,,,No,0,1,0,16083,0,0,0,16084,0,0,0,0
G05,23ZZ260410I,,,,SC2,0.152458832,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,3.049176693,,,0.488390863,0.023096325,16502,2,16500,,,,,,,,,4137.123535,,,3.582950174,66.26097665,,,,,,,,,,,,6434.177734,541.1372639,541.8514852,,,,,0.293118477,0.066164859,,,,,,,,,,,,,No,0,0,0,16502,0,0,0,16502,0,0,0,0
G06,23ZZ260410I,,,,SC2,0.070304982,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,1.406099677,,,0.335812032,0.00295273,17892,1,17891,,,,,,,,,4137.123535,,,,67.42525049,,,,,,,,,,,,7638.896484,542.3784842,542.775115,,,,,0.174996391,0.019052261,,,,,,,,,,,,,No,0,1,0,17891,0,1,0,17891,0,0,0,0
A01,26BB260410I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.231022418,0,16314,0,16314,0,0,,,,,2,,2692.307617,,,,54.37473875,SC2,,,,,,,,,,,,647.0731018,647.0731018,,,,,0.105558701,0,,,,,,,,,,,,,No,0,0,0,16314,0,0,0,16314,0,0,0,0
B01,26BB260410I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.218043402,0,17285,0,17285,0,0,,,,,2,,2692.307617,,,,54.24843013,SC2,,,,,,,,,,,,646.6356519,646.6356519,,,,,0.099628627,0,,,,,,,,,,,,,No,0,0,0,17285,0,2,0,17283,0,0,0,0
C01,26BB260410I,,,,FluA,0.069995917,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1.399918318,,,0.334335595,0.00293975,17971,1,17970,0,,,,,,,,2692.307617,,,,55.06095246,SC2,,,,,,100,,,249.8083226,0,5393.071777,644.4964992,644.7607346,,,,,0.174227059,0.018968508,,,,,,,,,,,168.450704,31.54929597,No,0,1,0,17970,0,1,0,17970,0,0,0,0
A01,26BB260410I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.231022418,0,16314,0,16314,0,0,,,,,2,,1629.877319,,,,14.43487154,SC2,,,,,,,,,,,,721.3970024,721.3970024,,,,,0.105558701,0,,,,,,,,,,,,,No,0,0,0,16314,0,0,0,16314,0,0,0,0
B01,26BB260410I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.218043402,0,17285,0,17285,0,0,,,,,2,,1629.877319,,,,14.5192674,SC2,,,,,,,,,,,,716.1921373,716.1921373,,,,,0.099628627,0,,,,,,,,,,,,,No,0,0,0,17285,0,2,0,17283,0,0,0,0
C01,26BB260410I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.209719419,0,17971,0,17971,0,,,,,,,,1629.877319,,,,14.67047946,SC2,,,,,,,,,,,,711.4923285,711.4923285,,,,,0.095825396,0,,,,,,,,,,,,,No,0,1,0,17970,0,1,0,17970,0,0,0,0
A01,26BB260410I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.231022418,0,16314,0,16314,0,0,,,,,2,,1622.073608,,,,19.49117005,SC2,,,,,,,,,,,,676.0883131,676.0883131,,,,,0.105558701,0,,,,,,,,,,,,,No,0,0,0,16314,0,0,0,16314,0,0,0,0
B01,26BB260410I,,,,RSV,0.145552143,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,2.911042929,,,0.466262937,0.022050068,17285,2,17283,0,2,,,6.316060545,0,2,,1622.073608,,,6.233438268,19.48594907,SC2,1,,,3.158030273,0,50,,,103.9507568,0,3465.842773,676.6238745,676.9466073,,,,,0.27983892,0.063167565,,,4.105221961,0,,,2.052610981,0,,,76.31527452,23.68472548,No,0,0,0,17285,0,2,0,17283,0,0,0,0
C01,26BB260410I,,,,RSV,0.069995917,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,1.399918318,,,0.334335595,0.00293975,17971,1,17970,0,,,,,,,,1622.073608,,,,19.6391748,SC2,,,,,,100,,,249.8083226,0,4160.48584,674.6567388,674.8507085,,,,,0.174227059,0.018968508,,,,,,,,,,,168.450704,31.54929597,No,0,1,0,17970,0,1,0,17970,0,0,0,0
