Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmBBbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Ch3+Ch4+,Ch3+Ch4-,Ch3-Ch4+,Ch3-Ch4-,Ch5+Ch6+,Ch5+Ch6-,Ch5-Ch6+,Ch5-Ch6-
C08,26HH260401I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.270214975,0,13948,0,13948,0,0,,,,,2,,2387.959961,,,,28.94958193,SC2,,,,,,,,,,,,691.7649889,691.7649889,,,,,0.123465508,0,,,,,,,,,,,,,No,0,0,0,13948,0,2,0,13946,0,0,0,0
A08,26HH260401I,,,,RSV,0.094274811,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,1.885496259,,,0.450320184,0.0039594,13343,1,13342,0,0.999962568,,,3.816419955,0,2,,1605.351196,,,,19.52894713,SC2,0.499981271,,,1.908209978,0,33.3325009,,,95.92200646,0,1734.593628,608.8502382,608.9346078,,,,,0.234663099,0.025547775,,,2.335601078,0,,,1.167800539,0,,,63.01409849,3.650903306,No,0,0,0,13343,0,1,0,13342,0,0,0,0
B08,26HH260401I,,,,RSV,0.146920696,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,2.938413858,,,0.470647574,0.022257386,17124,2,17122,0,1.333294392,,,3.927118268,0,2,,1605.351196,,,3.457173666,21.0005544,SC2,0.666647172,,,1.963559134,0,39.99929816,,,86.68922109,0,1668.361267,651.8123366,651.9310646,,,,,0.282470286,0.063761473,,,2.604817833,0.061770853,,,1.302408916,0.030885427,,,62.88725643,17.1113399,No,0,0,0,17124,0,2,0,17122,0,0,0,0
C08,26HH260401I,,,,RSV,0.180377379,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,3.607547522,,,0.57784003,0.027325511,13948,2,13946,0,4.000143528,,,15.26672487,0,2,,1605.351196,,,1.474396584,18.77825543,SC2,2.000071709,,,7.633362435,0,66.66746341,,,129.2565904,4.078336401,2606.117676,657.4609583,657.7403757,,,,,0.34679845,0.078280598,,,9.343071699,0,,,4.67153585,0,,,96.34897934,36.98594749,No,0,0,0,13948,0,2,0,13946,0,0,0,0
A08,26HH260401I,,,,SC2,0.188556686,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,3.771133661,,,0.604046822,0.028564522,13343,2,13341,,,,,,,,,3169.453613,,,5.984712019,47.73033715,,,,,,,,,,,,4225.530273,560.360637,560.9100141,,,,,0.362525284,0.081830122,,,,,,,,,,,,,No,0,0,0,13343,0,1,0,13342,0,0,0,0
B08,26HH260401I,,,,SC2,0.220387489,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,4.407749653,,,0.584184825,0.052301805,17124,3,17121,,,,,,,,,3169.453613,,,5.261084088,47.18676674,,,,,,,,,,,,6526.480794,592.0672486,593.1069146,,,,,0.377326936,0.114523217,,,,,,,,,,,,,No,0,0,0,17124,0,2,0,17122,0,0,0,0
C08,26HH260401I,,,,SC2,0.090185456,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,1.803709149,,,0.430784047,0.003787659,13948,1,13947,,,,,,,,,3169.453613,,,,45.3031435,,,,,,,,,,,,6086.884277,598.0105396,598.4040636,,,,,0.224483594,0.024439618,,,,,,,,,,,,,No,0,0,0,13948,0,2,0,13946,0,0,0,0
E01,26CC260405I,,,,FluA,0.071670987,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1.433419704,,,0.34233743,0.003010099,17551,1,17550,0,,,,,,,,2645.484863,,,,67.61479462,SC2,,,,,,100,,,249.8085195,0,3606.627686,620.0115432,620.1817111,,,,,0.178396642,0.019422434,,,,,,,,,,,168.4507133,31.54928673,No,0,1,0,17550,0,0,0,17551,0,0,0,0
E02,26CC260405I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.207502306,0,18163,0,18163,0,,,,,,,,2645.484863,,,,67.22250554,SC2,,,,,,,,,,,,633.5681004,633.5681004,,,,,0.094812386,0,,,,,,,,,,,,,No,0,0,0,18163,0,0,0,18163,0,0,0,0
E03,26CC260405I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.224820465,0,16764,0,16764,0,,,,,,,,2645.484863,,,,68.996306,SC2,,,,,,,,,,,,627.0269829,627.0269829,,,,,0.102725051,0,,,,,,,,,,,,,No,0,0,0,16764,0,0,0,16764,0,0,0,0
E01,26CC260405I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.214738488,0,17551,0,17551,0,,,,,,,,2387.959961,,,,30.34318573,SC2,,,,,,,,,,,,687.8819275,687.8819275,,,,,0.098118603,0,,,,,,,,,,,,,No,0,1,0,17550,0,0,0,17551,0,0,0,0
E02,26CC260405I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.207502306,0,18163,0,18163,0,,,,,,,,2387.959961,,,,30.40433881,SC2,,,,,,,,,,,,688.8840758,688.8840758,,,,,0.094812386,0,,,,,,,,,,,,,No,0,0,0,18163,0,0,0,18163,0,0,0,0
E03,26CC260405I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.224820465,0,16764,0,16764,0,,,,,,,,2387.959961,,,,31.07305069,SC2,,,,,,,,,,,,680.8695812,680.8695812,,,,,0.102725051,0,,,,,,,,,,,,,No,0,0,0,16764,0,0,0,16764,0,0,0,0
E01,26CC260405I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.214738488,0,17551,0,17551,0,,,,,,,,1605.351196,,,,21.46639156,SC2,,,,,,,,,,,,715.3916235,715.3916235,,,,,0.098118603,0,,,,,,,,,,,,,No,0,1,0,17550,0,0,0,17551,0,0,0,0
E02,26CC260405I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.207502306,0,18163,0,18163,0,,,,,,,,1605.351196,,,,21.2854539,SC2,,,,,,,,,,,,714.0802212,714.0802212,,,,,0.094812386,0,,,,,,,,,,,,,No,0,0,0,18163,0,0,0,18163,0,0,0,0
E03,26CC260405I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.224820465,0,16764,0,16764,0,,,,,,,,1605.351196,,,,22.81806528,SC2,,,,,,,,,,,,707.2733518,707.2733518,,,,,0.102725051,0,,,,,,,,,,,,,No,0,0,0,16764,0,0,0,16764,0,0,0,0
E01,26CC260405I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.214738488,0,17551,0,17551,,,,,,,,,3169.453613,,,,47.80345324,,,,,,,,,,,,,603.4100277,603.4100277,,,,,0.098118603,0,,,,,,,,,,,,,No,0,1,0,17550,0,0,0,17551,0,0,0,0
E02,26CC260405I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.207502306,0,18163,0,18163,,,,,,,,,3169.453613,,,,46.9384882,,,,,,,,,,,,,612.1832358,612.1832358,,,,,0.094812386,0,,,,,,,,,,,,,No,0,0,0,18163,0,0,0,18163,0,0,0,0
E03,26CC260405I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.224820465,0,16764,0,16764,,,,,,,,,3169.453613,,,,48.0491169,,,,,,,,,,,,,606.817726,606.817726,,,,,0.102725051,0,,,,,,,,,,,,,No,0,0,0,16764,0,0,0,16764,0,0,0,0
D01,26CC260402I,,,,FluA,0.221162468,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,4.423249245,,,0.586239338,0.052485708,17064,3,17061,0,1.499955893,,,3.877904575,0,2,,2645.484863,,,4.139830148,58.87348772,SC2,0.749977969,,,1.938952288,0,42.85642345,,,81.68105224,4.031794661,4051.098796,672.2688289,672.8628566,,,,,0.378653884,0.114925914,,,2.678348588,0.321563286,,,1.339174294,0.160781643,,,62.09597157,23.61687533,No,0,3,0,17061,0,0,1,17063,0,0,0,0
D02,26CC260402I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.218270704,0,17267,0,17267,0,0,,,,,2,,2645.484863,,,,57.38739655,SC2,,,,,,,,,,,,687.6458872,687.6458872,,,,,0.099732481,0,,,,,,,,,,,,,No,0,0,0,17267,0,0,2,17265,0,0,0,0
D03,26CC260402I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.225089014,0,16744,0,16744,0,,,,,,,,2645.484863,,,,58.73918365,SC2,,,,,,,,,,,,694.5961693,694.5961693,,,,,0.102847762,0,,,,,,,,,,,,,No,0,0,0,16744,0,0,3,16741,0,0,0,0
D01,26CC260402I,,,,FluB,0.073716506,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,1.474330187,,,0.352109015,0.003096006,17064,1,17063,0,0.499956042,,,1.790301679,0,2,,2387.959961,,,,30.02831666,SC2,0.249978019,,,0.895150839,0,19.99859319,,,61.29110592,0,4172.455566,691.0326944,691.2367159,,,,,0.183488384,0.019976744,,,1.110580649,0,,,0.555290325,0,,,39.53926797,0.457918418,No,0,3,0,17061,0,0,1,17063,0,0,0,0
D02,26CC260402I,,,,FluB,0.145703882,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,2.914077759,,,0.466749102,0.022073055,17267,2,17265,0,4.000115871,,,15.26630197,0,2,,2387.959961,,,19.84766269,29.04092843,SC2,2.000057887,,,7.633150986,0,66.66730984,,,129.2548178,4.07980185,3441.695923,696.3624324,696.6804186,,,,,0.280130684,0.063233413,,,9.342930871,0,,,4.671465436,0,,,96.3484705,36.98614918,No,0,0,0,17267,0,0,2,17265,0,0,0,0
D03,26CC260402I,,,,FluB,0.22538957,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,4.507791519,,,0.597445846,0.053488802,16744,3,16741,0,,,,,,,,2387.959961,,,13.12213576,29.98504879,SC2,,,,,,100,,,149.9333251,50.06667487,3808.314941,698.2146937,698.7719262,,,,,0.385891557,0.117122404,,,,,,,,,,,122.815555,77.18444505,No,0,0,0,16744,0,0,3,16741,0,0,0,0
D01,26CC260402I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.220867574,0,17064,0,17064,0,0,,,,,2,,1605.351196,,,,22.13348447,SC2,,,,,,,,,,,,677.2050783,677.2050783,,,,,0.100918986,0,,,,,,,,,,,,,No,0,3,0,17061,0,0,1,17063,0,0,0,0
D02,26CC260402I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.218270704,0,17267,0,17267,0,0,,,,,2,,1605.351196,,,,21.49961124,SC2,,,,,,,,,,,,682.9334123,682.9334123,,,,,0.099732481,0,,,,,,,,,,,,,No,0,0,0,17267,0,0,2,17265,0,0,0,0
D03,26CC260402I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.225089014,0,16744,0,16744,0,,,,,,,,1605.351196,,,,22.1980258,SC2,,,,,,,,,,,,683.6561313,683.6561313,,,,,0.102847762,0,,,,,,,,,,,,,No,0,0,0,16744,0,0,3,16741,0,0,0,0
D01,26CC260402I,,,,SC2,0.294891954,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,5.897839069,,,0.695392191,0.088976368,17064,4,17060,,,,,,,,,3169.453613,,,16.48710203,47.24707247,,,,,,,,,,,,6765.438599,595.448348,596.8946654,,,,,0.47104916,0.169333234,,,,,,,,,,,,,No,0,3,0,17061,0,0,1,17063,0,0,0,0
D02,26CC260402I,,,,SC2,0.072849832,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,1.456996679,,,0.347968817,0.003059608,17267,1,17266,,,,,,,,,3169.453613,,,,47.08949295,,,,,,,,,,,,6757.147949,609.5628321,609.918863,,,,,0.181331039,0.019741887,,,,,,,,,,,,,No,0,0,0,17267,0,0,2,17265,0,0,0,0
D03,26CC260402I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.225089014,0,16744,0,16744,,,,,,,,,3169.453613,,,,47.37362095,,,,,,,,,,,,,611.7927249,611.7927249,,,,,0.102847762,0,,,,,,,,,,,,,No,0,0,0,16744,0,0,3,16741,0,0,0,0
A03,26BB260405I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.211105675,0,17853,0,17853,0,0,,,,,2,,2645.484863,,,,52.1810635,SC2,,,,,,,,,,,,728.528452,728.528452,,,,,0.096458778,0,,,,,,,,,,,,,No,0,0,0,17853,0,1,0,17852,0,0,0,0
B03,26BB260405I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.236043543,0,15967,0,15967,0,0,,,,,2,,2645.484863,,,,53.20361773,SC2,,,,,,,,,,,,720.8923704,720.8923704,,,,,0.107852846,0,,,,,,,,,,,,,No,0,0,0,15967,0,2,0,15965,0,0,0,0
C03,26BB260405I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.20835124,0,18089,0,18089,0,0,,,,,2,,2645.484863,,,,47.29901356,SC2,,,,,,,,,,,,722.3990032,722.3990032,,,,,0.095200263,0,,,,,,,,,,,,,No,0,0,0,18089,0,0,0,18089,0,0,0,0
A03,26BB260405I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.211105675,0,17853,0,17853,0,0,,,,,2,,2387.959961,,,,29.91407756,SC2,,,,,,,,,,,,689.8747715,689.8747715,,,,,0.096458778,0,,,,,,,,,,,,,No,0,0,0,17853,0,1,0,17852,0,0,0,0
B03,26BB260405I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.236043543,0,15967,0,15967,0,0,,,,,2,,2387.959961,,,,29.85490388,SC2,,,,,,,,,,,,683.4679577,683.4679577,,,,,0.107852846,0,,,,,,,,,,,,,No,0,0,0,15967,0,2,0,15965,0,0,0,0
C03,26BB260405I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.20835124,0,18089,0,18089,0,0,,,,,2,,2387.959961,,,,29.68556215,SC2,,,,,,,,,,,,675.76405,675.76405,,,,,0.095200263,0,,,,,,,,,,,,,No,0,0,0,18089,0,0,0,18089,0,0,0,0
A03,26BB260405I,,,,RSV,0.070458569,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,1.409171343,,,0.336545706,0.002959181,17853,1,17852,0,2,,,8.695602782,0,2,,1605.351196,,,,23.10304055,SC2,1,,,4.347801391,0,50,,,133.6950348,0,3387.630127,650.1549849,650.308319,,,,,0.175378695,0.019093882,,,5.136880385,0,,,2.568440193,0,,,89.21100481,10.78899519,No,0,0,0,17853,0,1,0,17852,0,0,0,0
B03,26BB260405I,,,,RSV,0.157567531,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,3.151350498,,,0.504758477,0.023870213,15967,2,15965,0,1.333291531,,,3.927137886,0,2,,1605.351196,,,180.8903826,22.4330407,SC2,0.666645778,,,1.963568943,0,39.99924799,,,86.68965229,0,3407.233154,643.8013545,644.1474974,,,,,0.302941084,0.068381883,,,2.604820628,0.061762484,,,1.302410314,0.030881242,,,62.88734501,17.11115098,No,0,0,0,15967,0,2,0,15965,0,0,0,0
C03,26BB260405I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.20835124,0,18089,0,18089,0,0,,,,,2,,1605.351196,,,,22.31865968,SC2,,,,,,,,,,,,640.1957596,640.1957596,,,,,0.095200263,0,,,,,,,,,,,,,No,0,0,0,18089,0,0,0,18089,0,0,0,0
A03,26BB260405I,,,,SC2,0.070458569,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,1.409171343,,,0.336545706,0.002959181,17853,1,17852,,,,,,,,,3169.453613,,,,47.91824418,,,,,,,,,,,,6604.967773,589.896905,590.2338272,,,,,0.175378695,0.019093882,,,,,,,,,,,,,No,0,0,0,17853,0,1,0,17852,0,0,0,0
B03,26BB260405I,,,,SC2,0.236358702,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,4.727173805,,,0.626526535,0.056091778,15967,3,15964,,,,,,,,,3169.453613,,,11.82391241,45.08313141,,,,,,,,,,,,6605.391602,594.9229377,596.0522297,,,,,0.404673189,0.122822195,,,,,,,,,,,,,No,0,0,0,15967,0,2,0,15965,0,0,0,0
C03,26BB260405I,,,,SC2,0.278180271,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,5.563605309,,,0.655977964,0.083934411,18089,4,18085,,,,,,,,,3169.453613,,,7.310980199,46.54188967,,,,,,,,,,,,6922.158569,583.1686311,584.5703648,,,,,0.444352776,0.159737483,,,,,,,,,,,,,No,0,0,0,18089,0,0,0,18089,0,0,0,0
A02,26BB260403I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.220971182,0,17056,0,17056,0,0,,,,,2,,2645.484863,,,,50.22612975,SC2,,,,,,,,,,,,723.3925442,723.3925442,,,,,0.100966319,0,,,,,,,,,,,,,No,0,0,0,17056,0,1,0,17055,0,0,0,0
B02,26BB260403I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.21903187,0,17207,0,17207,0,,,,,,,,2645.484863,,,,50.19678808,SC2,,,,,,,,,,,,735.806724,735.806724,,,,,0.100080252,0,,,,,,,,,,,,,No,0,0,0,17207,0,4,0,17203,0,0,0,0
C02,26BB260403I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.216814026,0,17383,0,17383,0,0,,,,,2,,2645.484863,,,,50.08416714,SC2,,,,,,,,,,,,738.2006919,738.2006919,,,,,0.099066921,0,,,,,,,,,,,,,No,0,0,0,17383,0,3,2,17378,0,0,0,0
A02,26BB260403I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.220971182,0,17056,0,17056,0,0,,,,,2,,2387.959961,,,,29.7544574,SC2,,,,,,,,,,,,688.3798308,688.3798308,,,,,0.100966319,0,,,,,,,,,,,,,No,0,0,0,17056,0,1,0,17055,0,0,0,0
B02,26BB260403I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.21903187,0,17207,0,17207,0,,,,,,,,2387.959961,,,,28.86377252,SC2,,,,,,,,,,,,697.8597103,697.8597103,,,,,0.100080252,0,,,,,,,,,,,,,No,0,0,0,17207,0,4,0,17203,0,0,0,0
C02,26BB260403I,,,,FluB,0.144731522,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,2.894630432,,,0.463633835,0.021925755,17383,2,17381,0,2,,,6.316057422,0,2,,2387.959961,,,25.77281523,29.22457417,SC2,1,,,3.158028711,0,50,,,103.9507178,0,3943.927612,695.8396808,696.2133894,,,,,0.278261125,0.062811434,,,4.10522125,0,,,2.052610625,0,,,76.31526562,23.68473438,No,0,0,0,17383,0,3,2,17378,0,0,0,0
A02,26BB260403I,,,,RSV,0.073751085,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,1.47502172,,,0.35227418,0.003097459,17056,1,17055,0,0.999970675,,,3.816357613,0,2,,1605.351196,,,,22.54928893,SC2,0.499985352,,,1.908178806,0,33.33268231,,,95.92028043,0,3521.402588,648.8613509,649.0297691,,,,,0.183574468,0.019986117,,,2.335597778,0,,,1.167798889,0,,,63.01386365,3.651500968,No,0,0,0,17056,0,1,0,17055,0,0,0,0
B02,26BB260403I,,,,RSV,0.292440951,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,5.848818779,,,0.689611495,0.088236891,17207,4,17203,0,,,,,,,,1605.351196,,,3.178777298,22.0425411,SC2,,,,,,100,,,137.4489054,62.55109455,3226.843018,655.2417462,655.8395497,,,,,0.467133761,0.167925894,,,,,,,,,,,117.1111897,82.88881031,No,0,0,0,17207,0,4,0,17203,0,0,0,0
C02,26BB260403I,,,,RSV,0.217103511,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,4.342070103,,,0.575478673,0.051522508,17383,3,17380,0,3.000086069,,,8.836514921,0,2,,1605.351196,,,2.141386774,22.16211538,SC2,1.500043036,,,4.418257461,0,60.00068857,,,106.6905119,13.31086527,2849.163005,654.3970328,654.7758108,,,,,0.371704072,0.112816788,,,5.861175627,0.138996517,,,2.930587814,0.069498259,,,82.88861699,37.11276014,No,0,0,0,17383,0,3,2,17378,0,0,0,0
A02,26BB260403I,,,,SC2,0.14750649,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,2.950129747,,,0.472524375,0.022346122,17056,2,17054,,,,,,,,,3169.453613,,,8.044969717,47.78224535,,,,,,,,,,,,7569.170166,580.9783088,581.7977496,,,,,0.283596575,0.064015694,,,,,,,,,,,,,No,0,0,0,17056,0,1,0,17055,0,0,0,0
B02,26BB260403I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.21903187,0,17207,0,17207,,,,,,,,,3169.453613,,,,44.51599749,,,,,,,,,,,,,596.7526749,596.7526749,,,,,0.100080252,0,,,,,,,,,,,,,No,0,0,0,17207,0,4,0,17203,0,0,0,0
C02,26BB260403I,,,,SC2,0.144731522,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,2.894630432,,,0.463633835,0.021925755,17383,2,17381,,,,,,,,,3169.453613,,,233.0085398,44.32823265,,,,,,,,,,,,6886.497314,599.5042463,600.2275959,,,,,0.278261125,0.062811434,,,,,,,,,,,,,No,0,0,0,17383,0,3,2,17378,0,0,0,0
A01,26BB260331I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.226959735,0,16606,0,16606,0,0,,,,,2,,2645.484863,,,,49.00942203,SC2,,,,,,,,,,,,730.6381669,730.6381669,,,,,0.103702486,0,,,,,,,,,,,,,No,0,0,0,16606,0,1,0,16605,0,0,0,0
B01,26BB260331I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.253424764,0,14872,0,14872,0,0,,,,,2,,2645.484863,,,,46.29622249,SC2,,,,,,,,,,,,737.6830271,737.6830271,,,,,0.115794227,0,,,,,,,,,,,,,No,0,0,0,14872,0,3,0,14869,0,0,0,0
C01,26BB260331I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.217314124,0,17343,0,17343,0,0,,,,,2,,2645.484863,,,,50.25294339,SC2,,,,,,,,,,,,731.1278431,731.1278431,,,,,0.099295422,0,,,,,,,,,,,,,No,0,0,0,17343,0,0,0,17343,0,0,0,0
