Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmBBbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Ch3+Ch4+,Ch3+Ch4-,Ch3-Ch4+,Ch3-Ch4-,Ch5+Ch6+,Ch5+Ch6-,Ch5-Ch6+,Ch5-Ch6-
C05,26LL260331I,,,,RSV,0.069608569,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,1.392171383,,,0.332485259,0.002923482,18071,1,18070,0,0.666629791,,,2.43790562,0,2,,1605.351196,,,,22.33819508,SC2,0.333314901,,,1.21895281,0,24.99896314,,,74.81747298,0,2258.435791,651.9024447,651.9913459,,,,,0.173262864,0.01886354,,,1.506024515,0,,,0.753012257,0,,,48.60759221,1.390334061,No,0,0,0,18071,0,1,0,18070,0,0,0,0
A05,26LL260331I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.233875498,0,16115,0,16115,,,,,,,,,3169.453613,,,,48.14875061,,,,,,,,,,,,,572.2784504,572.2784504,,,,,0.106862277,0,,,,,,,,,,,,,No,0,0,0,16115,0,1,0,16114,0,0,0,0
B05,26LL260331I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.222392559,0,16947,0,16947,,,,,,,,,3169.453613,,,,48.71889203,,,,,,,,,,,,,581.9898842,581.9898842,,,,,0.101615749,0,,,,,,,,,,,,,No,0,0,0,16947,0,0,0,16947,0,0,0,0
C05,26LL260331I,,,,SC2,0.208837256,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,4.176744938,,,0.553564191,0.049560908,18071,3,18068,,,,,,,,,3169.453613,,,1.931175381,48.30052511,,,,,,,,,,,,6120.797363,583.2323535,584.1516549,,,,,0.357550532,0.108521439,,,,,,,,,,,,,No,0,0,0,18071,0,1,0,18070,0,0,0,0
A04,26JJ260405I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.237636164,0,15860,0,15860,0,0,,,,,2,,2645.484863,,,,58.37932803,SC2,,,,,,,,,,,,694.747686,694.747686,,,,,0.108580507,0,,,,,,,,,,,,,No,0,0,0,15860,0,1,0,15859,0,0,0,0
B04,26JJ260405I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.240825191,0,15650,0,15650,0,0,,,,,2,,2645.484863,,,,54.20283858,SC2,,,,,,,,,,,,707.6574376,707.6574376,,,,,0.110037565,0,,,,,,,,,,,,,No,0,0,0,15650,0,3,0,15647,0,0,0,0
C04,26JJ260405I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.233238623,0,16159,0,16159,0,0,,,,,2,,2645.484863,,,,54.33852656,SC2,,,,,,,,,,,,712.7011747,712.7011747,,,,,0.106571287,0,,,,,,,,,,,,,No,0,0,0,16159,0,1,0,16158,0,0,0,0
A04,26JJ260405I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.237636164,0,15860,0,15860,0,0,,,,,2,,2387.959961,,,,31.20536962,SC2,,,,,,,,,,,,682.1989153,682.1989153,,,,,0.108580507,0,,,,,,,,,,,,,No,0,0,0,15860,0,1,0,15859,0,0,0,0
B04,26JJ260405I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.240825191,0,15650,0,15650,0,0,,,,,2,,2387.959961,,,,29.8031265,SC2,,,,,,,,,,,,688.4793368,688.4793368,,,,,0.110037565,0,,,,,,,,,,,,,No,0,0,0,15650,0,3,0,15647,0,0,0,0
C04,26JJ260405I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.233238623,0,16159,0,16159,0,0,,,,,2,,2387.959961,,,,29.33248997,SC2,,,,,,,,,,,,690.2993369,690.2993369,,,,,0.106571287,0,,,,,,,,,,,,,No,0,0,0,16159,0,1,0,16158,0,0,0,0
A04,26JJ260405I,,,,RSV,0.079312816,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,1.586256266,,,0.378843129,0.003331038,15860,1,15859,0,2,,,8.695693293,0,2,,1605.351196,,,,24.03501952,SC2,1,,,4.347846646,0,50,,,133.6961662,0,2603.858398,647.7895255,647.912859,,,,,0.197418869,0.021493278,,,5.136899775,0,,,2.568449887,0,,,89.21124719,10.78875281,No,0,0,0,15860,0,1,0,15859,0,0,0,0
B04,26JJ260405I,,,,RSV,0.241146743,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,4.822935104,,,0.639220417,0.057227977,15650,3,15647,0,6.000383377,,,21.9440541,0,2,,1605.351196,,,1.737610445,22.66723168,SC2,3.000191787,,,10.97202705,0,75.00119861,,,124.8203916,25.18200566,2856.212972,654.3733629,654.7954408,,,,,0.41287142,0.125310153,,,13.55590834,0,,,6.77795417,0,,,98.60994953,51.39244769,No,0,0,0,15650,0,3,0,15647,0,0,0,0
C04,26JJ260405I,,,,RSV,0.077845193,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,1.556903839,,,0.371832103,0.003269401,16159,1,16158,0,2,,,8.695678275,0,2,,1605.351196,,,,22.12364052,SC2,1,,,4.347839137,0,50,,,133.6959784,0,2233.213623,658.0630831,658.1605614,,,,,0.193765625,0.021095572,,,5.13689671,0,,,2.568448355,0,,,89.21120888,10.78879112,No,0,0,0,16159,0,1,0,16158,0,0,0,0
A04,26JJ260405I,,,,SC2,0.079312816,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,1.586256266,,,0.378843129,0.003331038,15860,1,15859,,,,,,,,,3169.453613,,,,49.17232879,,,,,,,,,,,,7255.595215,585.3211459,585.741718,,,,,0.197418869,0.021493278,,,,,,,,,,,,,No,0,0,0,15860,0,1,0,15859,0,0,0,0
B04,26JJ260405I,,,,SC2,0.080377109,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,1.607542157,,,0.383927405,0.003375735,15650,1,15649,,,,,,,,,3169.453613,,,,47.17464209,,,,,,,,,,,,6095.316406,598.148448,598.4997047,,,,,0.200068161,0.02178169,,,,,,,,,,,,,No,0,0,0,15650,0,3,0,15647,0,0,0,0
C04,26JJ260405I,,,,SC2,0.077845193,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,1.556903839,,,0.371832103,0.003269401,16159,1,16158,,,,,,,,,3169.453613,,,,47.50984626,,,,,,,,,,,,6397.018066,601.7114256,602.0700682,,,,,0.193765625,0.021095572,,,,,,,,,,,,,No,0,0,0,16159,0,1,0,16158,0,0,0,0
H01,26JJ260403I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.211674839,0,17805,0,17805,0,0,,,,,2,,2645.484863,,,,60.73425342,SC2,,,,,,,,,,,,664.6158158,664.6158158,,,,,0.096718825,0,,,,,,,,,,,,,No,0,0,0,17805,0,2,0,17803,0,0,0,0
H02,26JJ260403I,,,,FluA,0.075685889,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1.513717771,,,0.361516863,0.003178716,16620,1,16619,0,0.9999699,,,3.816363112,0,2,,2645.484863,,,,58.08776446,SC2,0.499984939,,,1.908181556,0,33.33266395,,,95.9204371,0,3523.995361,669.6082279,669.779972,,,,,0.188390628,0.020510426,,,2.335597965,0,,,1.167798982,0,,,63.01388413,3.651443766,No,0,1,0,16619,0,3,0,16617,0,0,0,0
H03,26JJ260403I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.23295027,0,16179,0,16179,0,0,,,,,2,,2645.484863,,,,62.02636859,SC2,,,,,,,,,,,,660.9874777,660.9874777,,,,,0.106439546,0,,,,,,,,,,,,,No,0,0,0,16179,0,1,0,16178,0,0,0,0
H01,26JJ260403I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.211674839,0,17805,0,17805,0,0,,,,,2,,2387.959961,,,,30.28957221,SC2,,,,,,,,,,,,684.321052,684.321052,,,,,0.096718825,0,,,,,,,,,,,,,No,0,0,0,17805,0,2,0,17803,0,0,0,0
H02,26JJ260403I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.226768553,0,16620,0,16620,0,0,,,,,2,,2387.959961,,,,29.73686238,SC2,,,,,,,,,,,,685.8874954,685.8874954,,,,,0.103615128,0,,,,,,,,,,,,,No,0,1,0,16619,0,3,0,16617,0,0,0,0
H03,26JJ260403I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.23295027,0,16179,0,16179,0,0,,,,,2,,2387.959961,,,,31.01382694,SC2,,,,,,,,,,,,678.0134537,678.0134537,,,,,0.106439546,0,,,,,,,,,,,,,No,0,0,0,16179,0,1,0,16178,0,0,0,0
H01,26JJ260403I,,,,RSV,0.141301021,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,2.826020479,,,0.452643156,0.021406084,17805,2,17803,0,4.000112534,,,15.26625036,0,2,,1605.351196,,,13.74018398,22.34659569,SC2,2.000056316,,,7.63312518,0,66.66729238,,,129.2545966,4.07998812,3513.633301,681.8581304,682.1762181,,,,,0.271665275,0.061322689,,,9.34291416,0,,,4.67145708,0,,,96.34840875,36.98617602,No,0,0,0,17805,0,2,0,17803,0,0,0,0
H02,26JJ260403I,,,,RSV,0.227071315,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,4.541426182,,,0.601904392,0.053887889,16620,3,16617,0,3.000089884,,,8.836565396,0,2,,1605.351196,,,1.562175161,21.27528052,SC2,1.500044986,,,4.418282698,0,60.00071976,,,106.6908428,13.31059672,2678.7854,683.0379562,683.3981994,,,,,0.388771117,0.11799629,,,5.861194844,0.138985101,,,2.930597422,0.06949255,,,82.88873501,37.11270451,No,0,1,0,16619,0,3,0,16617,0,0,0,0
H03,26JJ260403I,,,,RSV,0.077748962,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,1.554979205,,,0.371372402,0.00326536,16179,1,16178,0,0.999969065,,,3.816369572,0,2,,1605.351196,,,,22.60230901,SC2,0.499984524,,,1.908184786,0,33.33264551,,,95.92061528,0,2389.720703,676.4407143,676.5466096,,,,,0.193526074,0.021069493,,,2.335598256,0,,,1.167799128,0,,,63.01390704,3.651383986,No,0,0,0,16179,0,1,0,16178,0,0,0,0
H01,26JJ260403I,,,,SC2,0.070648521,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,1.412970424,,,0.337453127,0.002967158,17805,1,17804,,,,,,,,,3169.453613,,,,46.32597779,,,,,,,,,,,,6549.803711,574.5897299,574.9253218,,,,,0.175851524,0.019145356,,,,,,,,,,,,,No,0,0,0,17805,0,2,0,17803,0,0,0,0
H02,26JJ260403I,,,,SC2,0.151376337,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,3.027526855,,,0.484922677,0.022932345,16620,2,16618,,,,,,,,,3169.453613,,,77.7543546,46.26984297,,,,,,,,,,,,6482.518066,582.9613782,583.6713128,,,,,0.291037142,0.065695085,,,,,,,,,,,,,No,0,1,0,16619,0,3,0,16617,0,0,0,0
H03,26JJ260403I,,,,SC2,0.155502737,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,3.110054731,,,0.498143107,0.02355743,16179,2,16177,,,,,,,,,3169.453613,,,715.8886661,47.1190126,,,,,,,,,,,,6481.836914,582.0176596,582.7469778,,,,,0.298971057,0.067485824,,,,,,,,,,,,,No,0,0,0,16179,0,1,0,16178,0,0,0,0
G01,26JJ260402I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.217163861,0,17355,0,17355,0,0,,,,,2,,2645.484863,,,,60.47684286,SC2,,,,,,,,,,,,687.4630664,687.4630664,,,,,0.099226765,0,,,,,,,,,,,,,No,0,0,0,17355,0,3,0,17352,0,0,0,0
G02,26JJ260402I,,,,FluA,0.155464292,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,3.109285831,,,0.498019934,0.023551606,16183,2,16181,0,2,,,6.316100744,0,2,,2645.484863,,,5.364610993,56.66412821,SC2,1,,,3.158050372,0,50,,,103.9512593,0,4433.000488,685.3955739,685.8587272,,,,,0.298897147,0.067469142,,,4.105233426,0,,,2.052616713,0,,,76.31541782,23.68458218,No,0,2,0,16181,0,2,0,16181,0,0,0,0
G03,26JJ260402I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.222800136,0,16916,0,16916,0,0,,,,,2,,2645.484863,,,,61.39734148,SC2,,,,,,,,,,,,671.2707465,671.2707465,,,,,0.101801977,0,,,,,,,,,,,,,No,0,0,0,16916,0,1,1,16914,0,0,0,0
G01,26JJ260402I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.217163861,0,17355,0,17355,0,0,,,,,2,,2387.959961,,,,30.16356651,SC2,,,,,,,,,,,,694.9131853,694.9131853,,,,,0.099226765,0,,,,,,,,,,,,,No,0,0,0,17355,0,3,0,17352,0,0,0,0
G02,26JJ260402I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.232892692,0,16183,0,16183,0,0,,,,,2,,2387.959961,,,,29.42695352,SC2,,,,,,,,,,,,692.1192081,692.1192081,,,,,0.10641323,0,,,,,,,,,,,,,No,0,2,0,16181,0,2,0,16181,0,0,0,0
G03,26JJ260402I,,,,FluB,0.074361481,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,1.487229586,,,0.355190069,0.003123094,16916,1,16915,0,0.666627288,,,2.437910452,0,2,,2387.959961,,,,30.97887405,SC2,0.333313641,,,1.218955226,0,24.99889228,,,74.81770302,0,3811.15332,678.2800585,678.4652602,,,,,0.18509388,0.020151526,,,1.506022349,0,,,0.753011175,0,,,48.60757592,1.390208638,No,0,0,0,16916,0,1,1,16914,0,0,0,0
G01,26JJ260402I,,,,RSV,0.217453823,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,4.349076271,,,0.576407373,0.051605638,17355,3,17352,0,6.000345707,,,21.94370393,0,2,,1605.351196,,,5.306156089,22.69230956,SC2,3.000172797,,,10.97185196,0,75.00107994,,,124.8197704,25.18238951,2293.249593,682.4185283,682.6969779,,,,,0.372303873,0.112998813,,,13.55576985,0,,,6.777884925,0,,,98.60974093,51.39241894,No,0,0,0,17355,0,3,0,17352,0,0,0,0
G02,26JJ260402I,,,,RSV,0.155464292,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,3.109285831,,,0.498019934,0.023551606,16183,2,16181,0,2,,,6.316100744,0,2,,1605.351196,,,2.192250453,21.07318151,SC2,1,,,3.158050372,0,50,,,103.9512593,0,2565.573486,679.9174115,680.1504531,,,,,0.298897147,0.067469142,,,4.105233426,0,,,2.052616713,0,,,76.31541782,23.68458218,No,0,2,0,16181,0,2,0,16181,0,0,0,0
G03,26JJ260402I,,,,RSV,0.074361481,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,1.487229586,,,0.355190069,0.003123094,16916,1,16915,0,0.666627288,,,2.437910452,0,2,,1605.351196,,,,23.13439221,SC2,0.333313641,,,1.218955226,0,24.99889228,,,74.81770302,0,2243.270508,666.769526,666.8627219,,,,,0.18509388,0.020151526,,,1.506022349,0,,,0.753011175,0,,,48.60757592,1.390208638,No,0,0,0,16916,0,1,1,16914,0,0,0,0
G01,26JJ260402I,,,,SC2,0.072480433,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,1.449608684,,,0.346204191,0.003044094,17355,1,17354,,,,,,,,,3169.453613,,,,48.60399095,,,,,,,,,,,,6770.272949,587.9899369,588.3461618,,,,,0.180411533,0.019641783,,,,,,,,,,,,,No,0,0,0,17355,0,3,0,17352,0,0,0,0
G02,26JJ260402I,,,,SC2,0.155464292,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,3.109285831,,,0.498019934,0.023551606,16183,2,16181,,,,,,,,,3169.453613,,,11.31704249,45.79460372,,,,,,,,,,,,7228.580566,597.6932869,598.5127749,,,,,0.298897147,0.067469142,,,,,,,,,,,,,No,0,2,0,16181,0,2,0,16181,0,0,0,0
G03,26JJ260402I,,,,SC2,0.223097622,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,4.461952209,,,0.591369629,0.052944925,16916,3,16913,,,,,,,,,3169.453613,,,13.99055464,48.89010715,,,,,,,,,,,,6761.514974,585.2398205,586.3351637,,,,,0.381967276,0.115931466,,,,,,,,,,,,,No,0,0,0,16916,0,1,1,16914,0,0,0,0
F01,26JJ260331I,,,,FluA,0.23659581,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,4.731916428,,,0.627155125,0.056148048,15951,3,15948,0,6.000376701,,,21.94398871,0,2,,2645.484863,,,3.604994584,53.65835702,SC2,3.000188295,,,10.97199436,0,75.00117679,,,124.8202742,25.18207936,3772.449544,703.602471,704.1796474,,,,,0.405079156,0.122945406,,,13.5558826,0,,,6.7779413,0,,,98.60991031,51.39244326,No,0,3,0,15948,0,0,0,15951,0,0,0,0
F02,26JJ260331I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.206106424,0,18286,0,18286,0,0,,,,,2,,2645.484863,,,,51.34291285,SC2,,,,,,,,,,,,732.7702592,732.7702592,,,,,0.094174609,0,,,,,,,,,,,,,No,0,0,0,18286,0,1,0,18285,0,0,0,0
F03,26JJ260331I,,,,FluA,0.075467922,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,1.509358406,,,0.36047563,0.003169562,16668,1,16667,0,,,,,,,,2645.484863,,,,54.45908435,SC2,,,,,,100,,,249.8089718,0,4064.445068,722.0165631,722.2170928,,,,,0.187848046,0.020451359,,,,,,,,,,,168.4507598,31.5492402,No,0,1,0,16667,0,1,0,16667,0,0,0,0
F01,26JJ260331I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.236280322,0,15951,0,15951,0,0,,,,,2,,2387.959961,,,,29.40082704,SC2,,,,,,,,,,,,686.6518901,686.6518901,,,,,0.107961029,0,,,,,,,,,,,,,No,0,3,0,15948,0,0,0,15951,0,0,0,0
F02,26JJ260331I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.206106424,0,18286,0,18286,0,0,,,,,2,,2387.959961,,,,30.38497881,SC2,,,,,,,,,,,,700.3286808,700.3286808,,,,,0.094174609,0,,,,,,,,,,,,,No,0,0,0,18286,0,1,0,18285,0,0,0,0
F03,26JJ260331I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.226115435,0,16668,0,16668,0,,,,,,,,2387.959961,,,,30.27187417,SC2,,,,,,,,,,,,695.5796924,695.5796924,,,,,0.103316732,0,,,,,,,,,,,,,No,0,1,0,16667,0,1,0,16667,0,0,0,0
F01,26JJ260331I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.236280322,0,15951,0,15951,0,0,,,,,2,,1605.351196,,,,22.06006578,SC2,,,,,,,,,,,,656.5770177,656.5770177,,,,,0.107961029,0,,,,,,,,,,,,,No,0,3,0,15948,0,0,0,15951,0,0,0,0
F02,26JJ260331I,,,,RSV,0.068790115,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,1.375802279,,,0.328575492,0.002889109,18286,1,18285,0,0.999972701,,,3.816342365,0,2,,1605.351196,,,,23.15251307,SC2,0.499986354,,,1.908171182,0,33.33272681,,,95.919858,0,1665.505371,669.6005108,669.6549735,,,,,0.171225578,0.018641749,,,2.33559706,0,,,1.16779853,0,,,63.01380805,3.65164558,No,0,0,0,18286,0,1,0,18285,0,0,0,0
F03,26JJ260331I,,,,RSV,0.075467922,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,1.509358406,,,0.36047563,0.003169562,16668,1,16667,0,,,,,,,,1605.351196,,,,23.72386658,SC2,,,,,,100,,,249.8089718,0,2039.450928,662.4785859,662.5611976,,,,,0.187848046,0.020451359,,,,,,,,,,,168.4507598,31.5492402,No,0,1,0,16667,0,1,0,16667,0,0,0,0
F01,26JJ260331I,,,,SC2,0.07886032,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,1.577206373,,,0.376681507,0.003312034,15951,1,15950,,,,,,,,,3169.453613,,,,45.46269372,,,,,,,,,,,,6884.352539,589.6752825,590.0699083,,,,,0.19629252,0.021370659,,,,,,,,,,,,,No,0,3,0,15948,0,0,0,15951,0,0,0,0
F02,26JJ260331I,,,,SC2,0.137583986,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,2.751679659,,,0.440734625,0.020843007,18286,2,18284,,,,,,,,,3169.453613,,,25.43154231,47.83229333,,,,,,,,,,,,7057.884277,604.6714621,605.3772712,,,,,0.264518559,0.059709601,,,,,,,,,,,,,No,0,0,0,18286,0,1,0,18285,0,0,0,0
F03,26JJ260331I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.226115435,0,16668,0,16668,,,,,,,,,3169.453613,,,,47.76948921,,,,,,,,,,,,,609.4087884,609.4087884,,,,,0.103316732,0,,,,,,,,,,,,,No,0,1,0,16667,0,1,0,16667,0,0,0,0
A08,26HH260401I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.282468438,0,13343,0,13343,0,0,,,,,2,,2645.484863,,,,53.65480588,SC2,,,,,,,,,,,,663.3347852,663.3347852,,,,,0.129063994,0,,,,,,,,,,,,,No,0,0,0,13343,0,1,0,13342,0,0,0,0
B08,26HH260401I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.220093608,0,17124,0,17124,0,0,,,,,2,,2645.484863,,,,53.04812234,SC2,,,,,,,,,,,,734.8847785,734.8847785,,,,,0.100565366,0,,,,,,,,,,,,,No,0,0,0,17124,0,2,0,17122,0,0,0,0
C08,26HH260401I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.270214975,0,13948,0,13948,0,0,,,,,2,,2645.484863,,,,46.58434413,SC2,,,,,,,,,,,,748.4616369,748.4616369,,,,,0.123465508,0,,,,,,,,,,,,,No,0,0,0,13948,0,2,0,13946,0,0,0,0
A08,26HH260401I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.282468438,0,13343,0,13343,0,0,,,,,2,,2387.959961,,,,30.88444734,SC2,,,,,,,,,,,,637.5382264,637.5382264,,,,,0.129063994,0,,,,,,,,,,,,,No,0,0,0,13343,0,1,0,13342,0,0,0,0
B08,26HH260401I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.220093608,0,17124,0,17124,0,0,,,,,2,,2387.959961,,,,30.71014258,SC2,,,,,,,,,,,,685.7203452,685.7203452,,,,,0.100565366,0,,,,,,,,,,,,,No,0,0,0,17124,0,2,0,17122,0,0,0,0
