Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),pg/µL,Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Copies/uL linked molecules,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Ch3+Ch4+,Ch3+Ch4-,Ch3-Ch4+,Ch3-Ch4-,Ch5+Ch6+,Ch5+Ch6-,Ch5-Ch6+,Ch5-Ch6-
E05,POS,,,,SC2,20.41333008,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,408.2666016,,,22.95657349,17.87521935,15406,248,15158,,,,,,,,,4518.394531,,,5.212274975,63.73335513,,,,,,,,,,,,6610.96649,623.1894798,719.5784645,,,,,21.71026039,19.11773682,,,,,,,,,,,,,No,5,311,183,14907,6,257,239,14904,0,0,0,0
E06,POS,,,,SC2,19.8666954,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,397.3339233,,,22.30274773,17.43535233,16337,256,16081,,,,,,,,,4518.394531,,,5.282987228,47.71251247,,,,,,,,,,,,6657.306641,619.598343,714.20894,,,,,21.10898972,18.62562561,,,,,,,,,,,,,No,2,322,223,15790,5,286,253,15793,0,0,0,0
H04,NTC,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.226101875,0,16669,0,16669,0,,,,,,,,2933.110352,,,,61.42020274,SC2,,,,,,,,,,,,712.9780073,712.9780073,,,,,0.103310533,0,,,,,,,,,,,,,No,0,0,0,16669,0,0,0,16669,0,0,0,0
H05,NTC,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.242016047,0,15573,0,15573,0,,,,,,,,2933.110352,,,,60.848539,SC2,,,,,,,,,,,,697.7148837,697.7148837,,,,,0.110581659,0,,,,,,,,,,,,,No,0,0,0,15573,0,0,0,15573,0,0,0,0
H06,NTC,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.226686686,0,16626,0,16626,0,,,,,,,,2933.110352,,,,61.62051266,SC2,,,,,,,,,,,,706.909087,706.909087,,,,,0.103577733,0,,,,,,,,,,,,,No,0,0,0,16626,0,0,0,16626,0,0,0,0
H04,NTC,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.226101875,0,16669,0,16669,0,,,,,,,,2402.452637,,,,29.85245035,SC2,,,,,,,,,,,,721.1302184,721.1302184,,,,,0.103310533,0,,,,,,,,,,,,,No,0,0,0,16669,0,0,0,16669,0,0,0,0
H05,NTC,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.242016047,0,15573,0,15573,0,,,,,,,,2402.452637,,,,30.03332183,SC2,,,,,,,,,,,,710.9465908,710.9465908,,,,,0.110581659,0,,,,,,,,,,,,,No,0,0,0,15573,0,0,0,15573,0,0,0,0
H06,NTC,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.226686686,0,16626,0,16626,0,,,,,,,,2402.452637,,,,29.37471021,SC2,,,,,,,,,,,,719.7939586,719.7939586,,,,,0.103577733,0,,,,,,,,,,,,,No,0,0,0,16626,0,0,0,16626,0,0,0,0
H04,NTC,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.226101875,0,16669,0,16669,0,,,,,,,,1528.428101,,,,22.53879808,SC2,,,,,,,,,,,,656.3047349,656.3047349,,,,,0.103310533,0,,,,,,,,,,,,,No,0,0,0,16669,0,0,0,16669,0,0,0,0
H05,NTC,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.242016047,0,15573,0,15573,0,,,,,,,,1528.428101,,,,22.62574447,SC2,,,,,,,,,,,,645.8924357,645.8924357,,,,,0.110581659,0,,,,,,,,,,,,,No,0,0,0,15573,0,0,0,15573,0,0,0,0
H06,NTC,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.226686686,0,16626,0,16626,0,,,,,,,,1528.428101,,,,22.41362016,SC2,,,,,,,,,,,,653.4711809,653.4711809,,,,,0.103577733,0,,,,,,,,,,,,,No,0,0,0,16626,0,0,0,16626,0,0,0,0
H04,NTC,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.226101875,0,16669,0,16669,,,,,,,,,4518.394531,,,,72.91925049,,,,,,,,,,,,,610.9265912,610.9265912,,,,,0.103310533,0,,,,,,,,,,,,,No,0,0,0,16669,0,0,0,16669,0,0,0,0
H05,NTC,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.242016047,0,15573,0,15573,,,,,,,,,4518.394531,,,,74.67260498,,,,,,,,,,,,,590.5392988,590.5392988,,,,,0.110581659,0,,,,,,,,,,,,,No,0,0,0,15573,0,0,0,15573,0,0,0,0
H06,NTC,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.226686686,0,16626,0,16626,,,,,,,,,4518.394531,,,,73.70987103,,,,,,,,,,,,,599.3326314,599.3326314,,,,,0.103577733,0,,,,,,,,,,,,,No,0,0,0,16626,0,0,0,16626,0,0,0,0
G04,NEG,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.232791975,0,16190,0,16190,0,,,,,,,,2933.110352,,,,63.49373405,SC2,,,,,,,,,,,,726.3263899,726.3263899,,,,,0.106367223,0,,,,,,,,,,,,,No,0,0,0,16190,0,0,0,16190,0,0,0,0
G05,NEG,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.244116798,0,15439,0,15439,0,,,,,,,,2933.110352,,,,63.52619153,SC2,,,,,,,,,,,,713.1787676,713.1787676,,,,,0.111541472,0,,,,,,,,,,,,,No,0,0,0,15439,0,0,0,15439,0,0,0,0
G06,NEG,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.231675714,0,16268,0,16268,0,,,,,,,,2933.110352,,,,63.93392615,SC2,,,,,,,,,,,,707.3128523,707.3128523,,,,,0.105857201,0,,,,,,,,,,,,,No,0,0,0,16268,0,0,0,16268,0,0,0,0
G04,NEG,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.232791975,0,16190,0,16190,0,,,,,,,,2402.452637,,,,30.49247799,SC2,,,,,,,,,,,,720.4949733,720.4949733,,,,,0.106367223,0,,,,,,,,,,,,,No,0,0,0,16190,0,0,0,16190,0,0,0,0
G05,NEG,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.244116798,0,15439,0,15439,0,,,,,,,,2402.452637,,,,30.79529586,SC2,,,,,,,,,,,,710.2323642,710.2323642,,,,,0.111541472,0,,,,,,,,,,,,,No,0,0,0,15439,0,0,0,15439,0,0,0,0
G06,NEG,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.231675714,0,16268,0,16268,0,,,,,,,,2402.452637,,,,30.67237682,SC2,,,,,,,,,,,,706.1640368,706.1640368,,,,,0.105857201,0,,,,,,,,,,,,,No,0,0,0,16268,0,0,0,16268,0,0,0,0
G04,NEG,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.232791975,0,16190,0,16190,0,,,,,,,,1528.428101,,,,23.30104177,SC2,,,,,,,,,,,,661.5804028,661.5804028,,,,,0.106367223,0,,,,,,,,,,,,,No,0,0,0,16190,0,0,0,16190,0,0,0,0
G05,NEG,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.244116798,0,15439,0,15439,0,,,,,,,,1528.428101,,,,23.01118328,SC2,,,,,,,,,,,,653.321725,653.321725,,,,,0.111541472,0,,,,,,,,,,,,,No,0,0,0,15439,0,0,0,15439,0,0,0,0
G06,NEG,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.231675714,0,16268,0,16268,0,,,,,,,,1528.428101,,,,23.61789352,SC2,,,,,,,,,,,,649.2038236,649.2038236,,,,,0.105857201,0,,,,,,,,,,,,,No,0,0,0,16268,0,0,0,16268,0,0,0,0
G04,NEG,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.232791975,0,16190,0,16190,,,,,,,,,4518.394531,,,,72.92374591,,,,,,,,,,,,,609.6963204,609.6963204,,,,,0.106367223,0,,,,,,,,,,,,,No,0,0,0,16190,0,0,0,16190,0,0,0,0
G05,NEG,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.244116798,0,15439,0,15439,,,,,,,,,4518.394531,,,,74.09561318,,,,,,,,,,,,,590.1551415,590.1551415,,,,,0.111541472,0,,,,,,,,,,,,,No,0,0,0,15439,0,0,0,15439,0,0,0,0
G06,NEG,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.231675714,0,16268,0,16268,,,,,,,,,4518.394531,,,,73.6873688,,,,,,,,,,,,,589.1008878,589.1008878,,,,,0.105857201,0,,,,,,,,,,,,,No,0,0,0,16268,0,0,0,16268,0,0,0,0
A05,26LL260330I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.250677019,0,15035,0,15035,0,0,,,,,2,,2933.110352,,,,55.65865863,SC2,,,,,,,,,,,,769.7276481,769.7276481,,,,,0.114538796,0,,,,,,,,,,,,,No,0,0,0,15035,0,0,0,15035,0,0,0,0
B05,26LL260330I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.217904717,0,17296,0,17296,0,0,,,,,2,,2933.110352,,,,57.78534149,SC2,,,,,,,,,,,,770.1650793,770.1650793,,,,,0.099565253,0,,,,,,,,,,,,,No,0,0,0,17296,0,0,0,17296,0,0,0,0
C05,26LL260330I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.237306952,0,15882,0,15882,0,,,,,,,,2933.110352,,,,58.64016849,SC2,,,,,,,,,,,,767.0222158,767.0222158,,,,,0.108430088,0,,,,,,,,,,,,,No,0,0,0,15882,0,2,0,15880,0,0,0,0
A05,26LL260330I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.250677019,0,15035,0,15035,0,0,,,,,2,,2402.452637,,,,29.37999094,SC2,,,,,,,,,,,,718.7322631,718.7322631,,,,,0.114538796,0,,,,,,,,,,,,,No,0,0,0,15035,0,0,0,15035,0,0,0,0
B05,26LL260330I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.217904717,0,17296,0,17296,0,0,,,,,2,,2402.452637,,,,30.17520549,SC2,,,,,,,,,,,,715.7045034,715.7045034,,,,,0.099565253,0,,,,,,,,,,,,,No,0,0,0,17296,0,0,0,17296,0,0,0,0
C05,26LL260330I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.237306952,0,15882,0,15882,0,,,,,,,,2402.452637,,,,30.37735197,SC2,,,,,,,,,,,,712.8634861,712.8634861,,,,,0.108430088,0,,,,,,,,,,,,,No,0,0,0,15882,0,2,0,15880,0,0,0,0
A05,26LL260330I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.250677019,0,15035,0,15035,0,0,,,,,2,,1528.428101,,,,20.90858978,SC2,,,,,,,,,,,,671.9831041,671.9831041,,,,,0.114538796,0,,,,,,,,,,,,,No,0,0,0,15035,0,0,0,15035,0,0,0,0
B05,26LL260330I,,,,RSV,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,0,,,0.217904717,0,17296,0,17296,0,0,,,,,2,,1528.428101,,,,21.47633507,SC2,,,,,,,,,,,,670.4856555,670.4856555,,,,,0.099565253,0,,,,,,,,,,,,,No,0,0,0,17296,0,0,0,17296,0,0,0,0
C05,26LL260330I,,,,RSV,0.158410877,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,3.168217659,,,0.507460475,0.023997966,15882,2,15880,0,,,,,,,,1528.428101,,,5.757194344,22.14482826,SC2,,,,,,100,,,174.9023542,25.09764576,3309.526367,667.9121144,668.2447695,,,,,0.304562598,0.068747871,,,,,,,,,,,134.2243189,65.77568106,No,0,0,0,15882,0,2,0,15880,0,0,0,0
A05,26LL260330I,,,,SC2,0.251011729,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,5.020234585,,,0.665374339,0.059568919,15035,3,15032,,,,,,,,,4518.394531,,,9.847419491,72.84346496,,,,,,,,,,,,6911.934082,601.3959556,602.6551252,,,,,0.429762632,0.130436182,,,,,,,,,,,,,No,0,0,0,15035,0,0,0,15035,0,0,0,0
B05,26LL260330I,,,,SC2,0.145459563,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,2.909191132,,,0.465966374,0.022036042,17296,2,17294,,,,,,,,,4518.394531,,,30.08977119,73.1246588,,,,,,,,,,,,7486.923828,602.3078314,603.1039249,,,,,0.27966094,0.063127384,,,,,,,,,,,,,No,0,0,0,17296,0,0,0,17296,0,0,0,0
C05,26LL260330I,,,,SC2,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,ROX,0,,,0.237306952,0,15882,0,15882,,,,,,,,,4518.394531,,,,72.93311029,,,,,,,,,,,,,606.7221623,606.7221623,,,,,0.108430088,0,,,,,,,,,,,,,No,0,0,0,15882,0,2,0,15880,0,0,0,0
A04,26LL260329I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.258075863,0,14604,0,14604,0,0,,,,,2,,2933.110352,,,,58.55467689,SC2,,,,,,,,,,,,746.5613744,746.5613744,,,,,0.117919281,0,,,,,,,,,,,,,No,0,0,0,14604,0,2,1,14601,0,0,0,0
B04,26LL260329I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.225547045,0,16710,0,16710,0,0,,,,,2,,2933.110352,,,,57.39560836,SC2,,,,,,,,,,,,750.5796689,750.5796689,,,,,0.103057034,0,,,,,,,,,,,,,No,0,0,0,16710,0,3,0,16707,0,0,0,0
C04,26LL260329I,,,,FluA,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,FAM,0,,,0.227069139,0,16598,0,16598,0,0,,,,,2,,2933.110352,,,,56.18663521,SC2,,,,,,,,,,,,761.8961614,761.8961614,,,,,0.103752472,0,,,,,,,,,,,,,No,0,0,0,16598,0,7,0,16591,0,0,0,0
A04,26LL260329I,,,,FluB,0.086134255,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,1.722685099,,,0.411430418,0.00361752,14604,1,14603,0,0.999965727,,,3.816395304,0,2,,2402.452637,,,,29.91696899,SC2,0.499982874,,,1.908197652,0,33.33257215,,,95.92132485,0,4257.928223,711.2375575,711.480415,,,,,0.214399114,0.023341799,,,2.335599859,0,,,1.167799929,0,,,63.01400796,3.651136349,No,0,0,0,14604,0,2,1,14601,0,0,0,0
B04,26LL260329I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.225547045,0,16710,0,16710,0,0,,,,,2,,2402.452637,,,,29.70449087,SC2,,,,,,,,,,,,716.9119122,716.9119122,,,,,0.103057034,0,,,,,,,,,,,,,No,0,0,0,16710,0,3,0,16707,0,0,0,0
C04,26LL260329I,,,,FluB,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5.5,0,,,0.227069139,0,16598,0,16598,0,0,,,,,2,,2402.452637,,,,29.24108592,SC2,,,,,,,,,,,,722.9699524,722.9699524,,,,,0.103752472,0,,,,,,,,,,,,,No,0,0,0,16598,0,7,0,16591,0,0,0,0
A04,26LL260329I,,,,RSV,0.172274411,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,One-Step RT-ddPCR Advanced Kit for Probes,Cy5,3.445488214,,,0.551878214,0.026098056,14604,2,14602,0,2,,,6.316168764,0,2,,1528.428101,,,2.743837899,21.64287846,SC2,1,,,3.158084382,0,50,,,103.9521096,0,3019.386475,661.0891794,661.4121454,,,,,0.331218511,0.074764192,,,4.105252743,0,,,2.052626371,0,,,76.31565929,23.68434071,No,0,0,0,14604,0,2,1,14601,0,0,0,0
